country,gender,age,yr_mrr,chd,chda,edu,physio,raf,rel,safety,love4,happy,esteem2,love5,love3,esteem1,sact,love2,love1,ms1,ms2,ms3,scoll1,scoll2,scoll3,scoll4,icoll1,icoll2,icoll3,icoll4
Brazil,1,21,2,0,0,5,3,1,4,4,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Brazil,1,29,3,1,0,5,3,1,2,5,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1
Brazil,1,30,7,0,0,5,3,1,4,4,1,1,2,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1
Brazil,1,30,7,1,1,5,3,1,2,7,1,1,1,1,1,1,2,2,1,2,2,2,3,1,1,2,1,1,1,1
Brazil,1,28,9,0,0,4,2,1,3,7,1,2,1,1,1,1,1,2,1,1,2,1,3,2,3,2,1,1,1,1
Brazil,1,39,9,1,0,5,3,1,2,4,1,1,1,1,1,1,1,2,1,2,2,3,3,1,5,3,1,1,3,1
Brazil,1,30,7,2,2,5,3,1,3,3,1,1,2,1,1,2,2,1,1,4,4,4,2,1,5,3,2,2,3,1
Brazil,1,40,20,2,2,5,3,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,5,4,3,1,1,4,1
Brazil,2,43,22,2,2,4,3,1,3,5,2,2,1,2,1,2,2,2,2,5,5,5,3,1,3,4,1,1,4,1
Brazil,2,34,2,1,0,5,2,1,4,3,3,5,2,2,2,1,2,3,3,7,7,7,3,1,4,1,1,1,4,2
Brazil,2,52,27,2,0,3,2,1,7,7,1,2,1,1,1,1,1,1,1,1,1,2,6,2,6,2,1,1,5,2
Brazil,1,33,4,1,1,5,3,1,4,6,1,1,1,1,1,1,1,1,1,2,2,2,3,2,4,3,2,2,5,2
Brazil,1,32,1,0,0,5,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3
Brazil,1,32,1,0,0,5,2,1,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,1,1,3,3
Brazil,1,29,5,1,1,5,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,4,3,3,1,1,1,5,6
Brazil,1,48,24,2,0,5,2,1,5,7,1,1,1,1,1,1,1,1,1,1,1,1,3,6,3,6,7,7,4,7
Brazil,1,47,15,2,2,5,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,3,1,2,1,1,1,1,1
Brazil,1,24,2,0,0,5,3,2,1,3,1,2,1,1,1,1,2,1,1,2,3,2,2,1,3,3,1,1,1,1
Brazil,1,37,7,0,0,5,2,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1
Brazil,1,31,4,0,0,5,1,2,3,7,1,2,2,1,2,1,2,2,1,3,3,3,4,1,3,2,1,1,2,1
Brazil,1,31,5,1,1,5,2,2,4,7,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,1,2,1,2,1
Brazil,1,19,2,0,0,4,3,2,3,6,1,2,3,1,1,3,1,4,4,4,1,3,3,1,5,4,1,1,3,1
Brazil,1,30,1,0,0,5,3,2,4,7,1,2,2,1,1,1,2,3,1,4,4,4,1,1,3,1,1,1,4,1
Brazil,1,30,2,0,0,5,1,2,4,2,1,2,1,1,1,2,2,2,1,3,3,3,2,2,3,1,1,1,4,1
Brazil,1,28,6,0,0,5,2,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,1,4,1
Brazil,2,26,1,0,0,5,3,2,4,7,1,1,1,1,1,1,1,2,1,1,1,1,2,1,5,1,3,2,4,1
Brazil,1,40,17,1,1,5,2,2,5,6,2,4,2,2,3,2,1,4,3,6,5,6,2,2,5,2,1,1,5,1
Brazil,1,32,2,0,0,5,3,2,4,7,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,5,3,1,7,1
Brazil,1,34,6,1,1,5,3,2,4,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1,1,2,2
Brazil,1,29,1,0,0,5,2,2,5,7,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
Brazil,2,33,15,0,0,5,2,2,4,3,2,3,2,2,3,1,1,3,2,3,3,3,4,2,5,3,2,2,4,2
Brazil,1,31,8,0,0,5,2,2,6,4,1,1,2,1,1,1,1,2,1,1,1,1,2,2,4,1,1,1,5,2
Brazil,1,34,8,1,1,5,2,2,4,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,7,2,1,1,6,2
Brazil,1,52,22,1,1,5,3,2,3,3,2,4,5,4,3,2,2,5,5,7,7,7,1,1,3,2,1,1,2,3
Brazil,2,60,26,2,0,5,3,2,3,3,2,1,1,2,1,1,1,2,1,3,3,3,3,2,2,3,1,1,3,3
Brazil,2,33,2,0,0,5,2,2,4,6,2,2,2,2,2,2,2,3,1,2,2,2,4,3,4,3,3,3,3,3
Brazil,1,42,17,1,1,5,2,2,2,4,1,1,1,1,1,1,1,1,1,2,2,1,4,2,4,2,1,1,4,3
Brazil,1,25,4,0,0,4,2,2,3,6,1,2,2,1,2,1,2,2,2,4,3,3,3,1,5,2,1,1,4,3
Brazil,1,30,9,0,0,5,3,2,6,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,6,3
Brazil,1,25,5,1,0,4,2,2,2,7,1,2,1,1,1,1,1,1,1,4,3,3,1,1,4,1,1,1,6,3
Brazil,1,29,6,0,0,5,3,2,5,7,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,2,1,1,6,3
Brazil,2,43,18,2,2,4,3,2,3,6,1,1,1,1,1,1,1,1,1,2,2,2,4,2,6,1,2,1,7,3
Brazil,1,28,4,1,1,5,2,2,1,7,1,1,2,1,1,1,1,1,1,1,1,1,2,2,4,3,2,2,3,4
Brazil,1,27,3,0,0,5,3,2,5,7,1,2,1,1,1,1,3,2,2,4,3,3,3,2,6,4,1,1,4,4
Brazil,1,27,8,0,0,5,2,2,3,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,5,3,1,1,6,4
Brazil,1,35,2,0,0,5,2,2,5,6,1,2,1,1,1,1,1,2,1,3,4,4,5,3,5,1,1,1,6,5
Brazil,1,29,7,2,2,5,1,2,2,4,1,1,1,1,1,1,1,1,1,2,2,2,1,1,4,2,2,2,5,6
Brazil,1,27,1,0,0,5,2,2,4,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,1,1,4,7
Brazil,1,33,13,2,3,5,1,4,6,4,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,3,3
Brazil,2,54,13,1,1,5,2,4,7,3,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,2,2,1,4,3
Brazil,2,38,7,1,1,5,2,4,5,6,1,3,1,1,1,1,1,2,1,3,3,3,3,1,3,5,3,2,4,5
Brazil,1,24,6,0,0,5,2,6,6,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,2,1,1,2,1
Brazil,2,35,7,0,0,5,2,6,7,7,1,2,2,1,1,1,1,1,1,1,1,2,5,3,6,2,1,1,2,1
Brazil,2,27,3,0,0,5,2,6,7,4,1,1,1,2,1,1,1,1,1,1,1,1,2,1,6,3,1,1,2,1
Brazil,1,23,1,0,0,4,3,6,6,3,1,3,1,1,1,1,1,2,1,1,1,1,7,1,7,6,1,1,3,1
Brazil,1,60,36,3,0,5,1,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1
Brazil,2,29,2,0,0,5,2,6,7,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,6,2,2,1,7,1
Brazil,2,31,8,0,0,5,2,6,7,5,1,4,1,1,1,1,1,1,1,4,4,4,5,1,7,2,2,2,7,1
Brazil,2,57,2,3,0,5,3,6,7,6,1,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2
Brazil,1,30,4,0,0,5,2,6,7,6,1,1,1,2,1,1,1,3,1,2,3,1,2,1,2,1,1,1,2,2
Brazil,2,32,14,0,0,5,1,6,7,4,1,1,3,1,3,2,2,3,2,4,4,4,4,1,2,2,1,1,2,2
Brazil,1,39,1,1,1,5,3,6,6,5,1,2,1,1,1,1,1,2,1,4,4,5,4,2,2,2,1,1,2,2
Brazil,1,33,8,0,0,5,2,6,6,6,1,2,2,1,1,1,1,1,1,2,1,1,2,2,3,2,1,1,2,2
Brazil,2,26,3,1,1,5,2,6,5,4,1,1,1,1,1,1,1,1,1,3,2,3,3,1,3,2,2,1,2,2
Brazil,1,27,2,0,0,5,2,6,6,6,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,5,2,1,2,2
Brazil,2,31,1,0,0,5,2,6,6,4,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,3,2,2,2,2
Brazil,1,23,7,2,2,5,2,6,7,3,2,2,3,2,3,4,4,3,1,5,5,5,1,1,3,3,3,3,2,2
Brazil,1,40,20,3,3,4,2,6,7,7,1,1,2,1,1,1,1,2,1,1,2,1,4,2,2,1,1,1,3,2
Brazil,2,26,6,0,0,5,2,6,7,7,2,2,2,2,2,2,2,2,1,2,2,2,3,2,4,2,1,1,3,2
Brazil,1,30,6,0,0,5,2,6,5,2,1,2,2,1,2,1,2,2,2,2,2,3,1,2,6,6,4,3,3,2
Brazil,1,31,2,2,3,5,2,6,3,1,1,2,1,1,1,1,1,2,1,3,4,4,1,1,2,2,1,1,4,2
Brazil,1,29,2,0,0,5,2,6,5,2,1,1,1,1,1,1,2,2,1,3,1,3,2,1,3,2,1,1,4,2
Brazil,1,32,10,0,0,5,2,6,4,7,1,1,1,1,1,1,1,2,1,1,1,1,4,1,3,2,1,1,5,2
Brazil,1,37,12,1,1,5,2,6,4,7,1,1,1,1,1,1,1,1,1,2,2,1,5,2,3,3,1,1,5,2
Brazil,1,29,1,0,0,5,2,6,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,1,5,2
Brazil,1,25,7,0,0,5,2,6,7,3,1,2,1,1,1,1,1,2,1,2,2,2,3,1,6,5,1,1,7,2
Brazil,1,37,9,1,1,5,2,6,7,1,2,2,2,2,3,1,1,3,2,4,4,5,1,1,6,2,4,1,7,2
Brazil,1,33,9,1,1,5,2,6,5,1,1,1,3,1,2,1,2,2,2,3,3,3,3,2,3,3,1,1,1,3
Brazil,2,35,1,0,0,5,3,6,3,5,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,1,1,2,3
Brazil,1,30,6,1,1,5,1,6,4,6,2,5,2,3,1,4,4,4,2,7,7,7,2,2,5,3,3,3,2,3
Brazil,2,33,7,2,2,5,2,6,6,6,1,1,1,1,1,1,2,1,1,2,2,2,3,1,3,3,2,1,3,3
Brazil,2,27,6,1,1,5,3,6,6,7,1,2,1,1,1,1,1,1,1,3,4,2,2,1,2,3,4,2,3,3
Brazil,1,42,4,3,0,4,3,6,7,6,1,2,1,1,1,2,1,1,1,1,1,1,4,3,3,4,4,3,3,3
Brazil,1,32,2,0,0,5,2,6,4,5,1,3,1,1,1,1,1,1,1,1,1,1,3,1,5,7,4,4,3,3
Brazil,1,31,4,0,0,5,3,6,6,6,1,2,1,1,1,1,1,3,1,2,2,2,3,3,4,2,1,1,4,3
Brazil,1,32,14,1,0,5,2,6,3,6,1,2,1,1,1,2,2,3,1,2,2,2,6,2,4,3,4,4,4,3
Brazil,2,26,1,0,0,5,3,6,7,2,2,3,3,1,2,2,2,2,2,4,3,4,3,1,2,5,3,2,5,3
Brazil,1,31,13,0,0,5,3,6,3,6,1,1,1,1,1,1,2,2,1,2,3,3,2,1,3,3,1,1,6,3
Brazil,1,30,8,0,0,5,1,6,7,7,1,2,2,1,1,2,1,2,1,2,3,2,2,2,2,2,3,1,7,3
Brazil,2,32,2,0,2,5,1,6,4,3,1,1,1,1,1,1,1,1,1,1,1,1,7,2,3,1,3,1,1,4
Brazil,2,38,4,1,1,5,2,6,6,7,2,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,4,1,2,4
Brazil,1,20,7,0,0,4,3,6,3,4,1,2,2,1,1,1,2,2,1,3,3,3,1,1,3,2,1,1,3,4
Brazil,1,31,3,0,0,4,3,6,3,4,2,3,1,2,1,1,1,4,2,3,3,4,2,2,2,2,1,1,4,4
Brazil,1,24,2,0,0,5,3,6,7,7,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,2,1,1,4,4
Brazil,1,28,1,0,0,5,3,6,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,4,4
Brazil,1,30,5,1,1,5,2,6,7,6,1,2,1,1,1,1,1,2,1,2,1,2,5,2,7,2,1,1,4,4
Brazil,1,27,3,1,1,5,3,6,7,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,4,4
Brazil,1,32,3,0,0,5,2,6,1,4,1,2,1,1,1,1,1,1,1,2,2,2,5,3,2,5,1,1,4,4
Brazil,2,28,7,0,0,5,2,6,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,3,5
Brazil,1,26,2,0,0,5,2,6,5,6,1,2,1,1,1,1,2,1,1,2,3,3,1,1,4,2,2,1,6,5
Brazil,1,25,1,0,0,5,2,6,1,7,1,1,1,1,2,1,1,1,1,2,1,1,4,2,5,1,1,1,7,6
Brazil,1,31,3,0,0,5,1,6,2,7,1,1,1,1,1,1,1,1,1,1,1,1,2,2,7,3,3,3,7,6
Brazil,1,30,6,0,0,5,2,6,5,6,1,2,2,1,1,1,3,4,1,5,5,5,1,6,1,1,3,1,3,7
Brazil,2,40,10,0,0,5,2,6,7,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,2,1,1,4,7
Brazil,2,23,3,0,1,4,3,6,7,5,1,1,2,1,1,1,1,2,1,1,2,1,4,1,3,5,3,3,5,7
Brazil,1,24,4,0,0,5,3,6,5,5,1,1,1,1,2,1,1,1,1,2,3,1,3,1,6,5,1,1,7,7
Brazil,1,42,1,1,1,5,2,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,2,2,1,7,7
Brazil,1,28,5,0,0,4,3,6,7,7,1,2,1,1,1,1,1,2,1,3,2,3,3,3,7,7,3,3,7,7
Brazil,1,26,1,0,0,5,2,6,6,6,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,4,4,7,7
Brazil,1,38,2,1,1,5,2,3,4,5,2,3,2,2,3,3,3,4,3,5,5,6,1,1,3,2,1,1,3,1
Brazil,1,48,7,2,0,5,2,3,4,7,1,1,2,1,1,1,1,2,1,1,1,1,1,1,7,3,2,2,7,2
Brazil,1,33,6,1,1,5,1,3,7,3,1,1,2,1,2,1,1,2,1,2,2,2,3,1,2,2,2,1,1,6
Brazil,2,31,11,1,1,5,1,5,4,7,1,1,1,1,1,1,1,2,1,2,1,1,1,1,4,1,1,1,6,1
Brazil,2,57,8,0,0,5,2,5,4,7,2,2,2,2,2,2,2,2,2,2,2,2,5,5,7,1,1,1,7,1
Brazil,2,29,1,0,0,5,3,9,3,7,1,1,1,1,1,1,1,1,1,1,1,1,4,2,6,1,1,1,1,1
Brazil,1,33,6,1,1,5,2,9,4,6,1,2,1,1,1,2,2,3,1,3,3,3,3,1,5,2,1,1,1,1
Brazil,2,31,12,1,1,5,2,9,2,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,1,1
Brazil,2,39,2,2,0,5,3,9,7,4,1,2,1,1,1,1,1,1,1,3,3,3,1,1,7,7,1,1,2,1
Brazil,1,48,25,1,1,4,2,9,3,2,1,1,1,1,1,1,1,2,1,1,1,1,5,2,6,5,2,2,3,1
Brazil,1,38,7,0,0,5,3,9,4,4,1,1,2,1,1,1,1,1,1,1,1,1,3,3,2,4,2,2,4,1
Brazil,1,32,7,2,2,5,2,9,2,7,1,1,2,1,1,1,1,2,1,1,2,1,1,1,4,2,1,1,7,1
Brazil,2,59,6,2,0,4,3,9,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2
Brazil,1,32,8,0,0,5,2,9,5,3,2,2,2,2,1,1,2,2,2,3,3,3,3,2,2,2,1,1,2,3
Brazil,1,30,4,0,0,5,2,9,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,3,3
Brazil,1,43,2,1,0,5,1,9,7,3,1,2,1,2,1,2,2,2,1,2,2,2,2,2,3,1,2,2,3,3
Brazil,1,31,1,0,0,5,2,9,6,5,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,3,3,3,3
Brazil,1,31,6,1,1,5,3,9,4,7,1,1,2,1,1,1,2,3,1,2,2,2,4,1,2,1,1,1,4,3
Brazil,1,23,1,0,0,5,3,9,7,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,6,6,1,2,1,4
Brazil,1,38,11,0,0,5,2,9,3,4,1,2,2,2,2,2,2,2,2,3,3,3,3,3,5,3,3,3,3,4
Brazil,2,53,3,3,0,5,3,9,3,7,2,2,2,2,1,1,2,2,3,4,3,4,1,1,4,5,1,1,4,4
Brazil,1,48,18,2,2,5,2,9,4,6,1,1,1,1,1,1,1,2,1,3,3,3,2,1,4,2,2,1,4,4
Brazil,2,24,1,0,0,5,2,9,2,6,1,1,1,1,1,1,1,1,1,2,1,3,5,2,3,6,3,3,4,4
Brazil,1,37,14,2,0,5,3,9,4,7,1,2,1,1,1,1,1,5,1,6,6,6,3,2,6,2,1,1,1,5
Brazil,1,30,10,0,0,5,2,9,3,7,1,1,1,1,1,1,1,4,1,1,2,2,5,2,6,1,2,3,1,5
Brazil,1,29,2,0,0,4,2,9,5,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,1,1,5,5
Brazil,1,29,2,0,0,5,2,9,3,4,1,1,1,1,1,1,1,1,1,1,2,2,5,3,5,5,5,1,5,5
Brazil,1,26,5,0,0,4,3,9,5,5,1,1,2,1,1,1,1,2,1,1,1,2,4,2,5,1,1,1,6,5
Brazil,2,34,1,0,0,5,2,10,7,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Brazil,1,26,5,1,1,5,2,10,6,4,1,2,1,1,1,1,1,1,1,2,1,2,4,2,4,1,1,1,2,1
Brazil,1,40,9,0,0,5,2,10,3,6,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,4,1,1,2,3
Brazil,1,32,6,1,1,5,3,10,4,7,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,7,1,1,4,4
Brazil,1,30,1,0,0,4,2,10,2,7,1,1,1,1,1,1,1,2,1,2,2,2,4,2,5,6,3,3,3,7
Brazil,1,39,17,3,3,4,3,1,1,1,2,1,2,1,1,1,1,2,2,3,3,3,1,1,1,1,1,1,1,1
Brazil,1,22,6,1,1,2,3,1,4,1,1,2,2,1,1,1,4,4,1,3,3,3,1,1,1,1,1,1,1,1
Brazil,1,29,9,1,0,4,3,1,1,6,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1
Brazil,2,33,13,2,2,4,2,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
Brazil,2,47,2,3,3,3,1,1,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
Brazil,1,28,13,2,2,4,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
Brazil,1,43,20,2,2,3,3,1,4,3,4,2,5,5,5,2,5,5,5,7,7,7,4,1,1,1,1,1,1,1
Brazil,1,26,6,0,0,3,3,1,4,4,1,1,1,1,1,1,2,1,1,1,1,1,7,5,1,1,1,1,1,1
Brazil,1,38,18,1,1,3,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
Brazil,1,30,10,1,1,4,3,1,3,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1
Brazil,1,43,23,2,0,3,2,1,3,3,2,1,2,3,2,1,2,4,2,4,4,4,1,2,2,1,1,1,1,1
Brazil,1,34,17,2,2,3,3,1,2,3,1,1,2,1,1,1,1,1,1,1,2,2,2,1,3,1,1,1,1,1
Brazil,2,41,15,2,2,5,3,1,3,5,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,1,1,1,1,1
Brazil,1,20,0.75,0,0,4,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1
Brazil,2,24,0.75,0,0,4,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1
Brazil,1,36,17,2,1,4,2,1,4,2,1,3,5,2,1,1,3,1,2,6,7,7,6,3,7,1,1,1,1,1
Brazil,1,26,8,0,0,4,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
Brazil,1,52,28,1,0,5,2,1,7,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1
Brazil,1,38,11,3,0,4,3,1,4,1,3,5,1,1,1,1,3,5,1,3,3,3,3,1,3,2,1,1,1,1
Brazil,1,32,15,3,0,4,3,1,2,2,1,1,1,1,1,1,1,4,1,1,1,1,2,2,3,2,1,1,1,1
Brazil,1,59,45,6,0,2,3,1,7,2,1,2,2,1,2,1,2,3,1,3,3,3,3,2,3,2,1,1,1,1
Brazil,2,36,10,1,1,3,3,1,3,6,1,1,1,4,1,1,1,1,1,2,2,2,2,1,5,3,1,1,1,1
Brazil,1,25,0.75,0,0,4,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1
Brazil,1,35,7,1,1,3,2,1,7,2,5,5,5,5,5,1,2,5,5,2,2,2,4,7,3,1,3,1,1,1
Brazil,1,26,5,0,0,5,1,1,4,6,1,1,1,1,1,2,1,1,1,3,3,3,5,1,1,2,3,1,1,1
Brazil,1,25,2,1,0,4,3,1,5,4,1,2,1,1,1,1,1,2,1,3,3,3,3,2,6,6,3,1,1,1
Brazil,1,28,1,0,0,5,2,1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,1,3,1,1,1
Brazil,1,45,21,2,0,3,2,1,4,7,1,1,2,1,1,1,2,5,1,2,3,2,7,2,5,2,5,1,1,1
Brazil,2,46,21,2,0,3,2,1,4,7,1,1,1,1,1,1,1,4,1,2,1,2,7,2,5,5,5,1,1,1
Brazil,1,38,19,2,2,5,3,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1
Brazil,1,22,3,1,0,4,3,1,3,1,1,1,1,1,1,2,2,2,1,3,3,3,2,2,2,2,2,2,1,1
Brazil,1,54,32,3,0,2,3,1,4,1,3,5,2,4,5,1,4,4,1,5,5,5,2,1,4,7,2,2,1,1
Brazil,1,47,26,2,0,4,3,1,4,3,1,2,1,1,1,1,1,2,1,1,2,2,3,1,2,4,4,3,1,1
Brazil,2,38,15,3,3,4,3,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,3,1,1,1,2,1
Brazil,2,39,19,2,2,5,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,1,2,1
Brazil,2,37,18,1,1,3,3,1,2,4,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,3,1,1,2,1
Brazil,2,37,11,2,2,5,3,1,3,3,1,1,1,1,1,1,1,1,1,2,2,1,3,2,5,3,2,1,2,1
Brazil,1,33,11,2,2,4,3,1,4,6,1,1,2,1,1,1,1,2,1,1,1,1,3,2,5,3,2,1,2,1
Brazil,1,48,2,2,0,5,3,1,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,5,7,5,2,2,2,1
Brazil,1,39,20,3,3,4,3,1,6,5,2,2,2,2,2,1,2,3,1,5,6,5,4,2,3,1,2,2,2,1
Brazil,2,42,17,2,2,4,3,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,3,1
Brazil,1,32,6,1,0,4,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1
Brazil,2,31,6,1,0,4,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1
Brazil,1,38,15,0,0,4,3,1,2,6,2,4,2,1,1,1,5,3,1,5,5,5,5,2,3,2,1,1,3,1
Brazil,1,34,5,2,2,5,3,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1,3,1
Brazil,1,24,10,1,1,4,1,1,2,4,1,1,1,1,1,1,1,2,1,2,1,1,4,1,4,1,1,1,4,1
Brazil,1,38,16,2,0,5,2,1,4,2,1,1,2,1,1,1,1,2,1,2,3,3,6,5,5,2,1,1,4,1
Brazil,2,28,15,0,0,5,3,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,3,1,1,5,1
Brazil,1,23,4,0,0,4,3,1,5,4,2,2,2,1,1,1,2,3,2,4,4,4,1,2,5,1,1,1,7,1
Brazil,2,43,17,2,2,3,3,1,7,3,1,2,3,5,1,1,2,1,1,5,4,5,3,1,2,1,1,1,1,2
Brazil,2,34,10,1,1,4,3,1,4,6,1,1,1,2,3,1,1,2,1,1,1,1,3,2,2,1,1,1,1,2
Brazil,1,30,10,1,1,5,3,1,3,3,1,2,1,1,2,1,1,3,1,2,2,2,2,1,2,3,1,1,1,2
Brazil,1,40,8,1,1,4,3,1,3,3,1,1,1,1,2,2,2,2,2,3,4,4,3,2,3,6,2,1,1,2
Brazil,1,30,14,3,3,3,3,1,4,2,2,2,1,1,1,1,4,5,3,6,6,7,2,2,6,7,3,3,1,2
Brazil,1,24,3,0,0,2,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,2,2
Brazil,1,28,1.833333333,0,0,5,3,1,4,3,1,1,1,1,1,1,1,2,1,3,3,2,2,2,1,2,2,1,2,2
Brazil,1,55,34,1,0,5,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,2,2,1,2,2
Brazil,1,26,10,1,1,4,2,1,3,7,2,2,2,2,1,1,2,5,2,4,4,4,5,1,6,6,3,1,2,2
Brazil,2,26,1,0,0,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,2,2,2,2
Brazil,1,42,6,2,0,4,3,1,2,2,1,1,1,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,2,2
Brazil,1,33,11,2,0,4,3,1,5,1,2,1,3,2,1,2,3,2,2,2,3,3,3,1,1,1,1,1,2,2
Brazil,2,32,10,1,1,2,2,1,3,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,3,1,2,1,3,2
Brazil,1,33,7,0,0,5,3,1,4,2,1,1,1,1,1,1,1,2,1,1,2,1,5,3,3,6,2,1,3,2
Brazil,2,32,3,0,0,5,2,1,6,5,1,4,2,1,1,1,1,1,1,2,2,2,6,6,6,7,7,7,3,2
Brazil,2,48,19,3,0,5,3,1,4,3,1,1,2,1,2,1,1,2,1,1,1,1,3,1,5,3,2,1,5,2
Brazil,1,24,2,0,0,4,2,1,4,4,2,5,2,1,4,1,2,4,3,7,7,7,2,2,5,1,1,1,3,3
Brazil,1,23,5,2,2,3,1,1,4,2,2,1,1,1,1,1,1,1,1,3,2,2,5,3,3,3,3,3,5,3
Brazil,2,32,5,0,0,5,2,1,4,2,1,1,2,1,1,1,2,1,1,2,3,3,6,7,7,5,7,7,6,4
Brazil,2,36,4,0,0,5,3,1,4,3,1,1,3,1,1,2,1,2,1,4,3,5,6,6,5,7,7,7,6,4
Brazil,2,32,8,0,0,4,3,1,3,2,1,3,1,2,2,1,1,1,2,5,6,6,4,4,2,2,5,5,4,5
Brazil,2,31,5,1,1,5,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,4,3,5,7,5,5
